event_id,day,restaurant,cuisine,n_attendees,table_number,user_id,gender,age,archetype,table_compat
SUN_E2,Sunday,Umami Bar,Japanese,42,2,U0041,F,31,adventurer,0.9485
SUN_E2,Sunday,Umami Bar,Japanese,42,2,U0080,F,24,adventurer,0.9485
SUN_E2,Sunday,Umami Bar,Japanese,42,3,U0007,M,21,adventurer,0.9019
SUN_E2,Sunday,Umami Bar,Japanese,42,3,U0266,M,25,creative,0.9019
SUN_E2,Sunday,Umami Bar,Japanese,42,3,U0117,M,30,creative,0.9019
SUN_E2,Sunday,Umami Bar,Japanese,42,3,U0114,F,34,creative,0.9019
SUN_E2,Sunday,Umami Bar,Japanese,42,3,U0209,F,30,adventurer,0.9019
SUN_E2,Sunday,Umami Bar,Japanese,42,3,U0003,F,29,creative,0.9019
SUN_E2,Sunday,Umami Bar,Japanese,42,4,U0193,M,26,professional,0.8575
SUN_E2,Sunday,Umami Bar,Japanese,42,4,U0088,M,36,traditional,0.8575
SUN_E2,Sunday,Umami Bar,Japanese,42,4,U0195,M,26,intellectual,0.8575
SUN_E2,Sunday,Umami Bar,Japanese,42,4,U0102,F,29,traditional,0.8575
SUN_E2,Sunday,Umami Bar,Japanese,42,4,U0265,F,27,professional,0.8575
SUN_E2,Sunday,Umami Bar,Japanese,42,4,U0035,F,28,professional,0.8575
SUN_E2,Sunday,Umami Bar,Japanese,42,5,U0037,M,34,intellectual,0.783
SUN_E2,Sunday,Umami Bar,Japanese,42,5,U0251,M,27,intellectual,0.783
SUN_E2,Sunday,Umami Bar,Japanese,42,5,U0111,M,27,intellectual,0.783
SUN_E2,Sunday,Umami Bar,Japanese,42,5,U0250,F,28,professional,0.783
SUN_E2,Sunday,Umami Bar,Japanese,42,5,U0032,F,27,intellectual,0.783
SUN_E2,Sunday,Umami Bar,Japanese,42,5,U0084,F,28,adventurer,0.783
SUN_E2,Sunday,Umami Bar,Japanese,42,6,U0106,M,30,intellectual,0.7682
SUN_E2,Sunday,Umami Bar,Japanese,42,6,U0023,M,24,intellectual,0.7682
SUN_E2,Sunday,Umami Bar,Japanese,42,6,U0240,M,26,intellectual,0.7682
SUN_E2,Sunday,Umami Bar,Japanese,42,6,U0101,F,34,adventurer,0.7682
SUN_E2,Sunday,Umami Bar,Japanese,42,6,U0134,F,33,intellectual,0.7682
SUN_E2,Sunday,Umami Bar,Japanese,42,6,U0075,F,26,creative,0.7682
SUN_E2,Sunday,Umami Bar,Japanese,42,7,U0197,M,27,creative,0.5803
SUN_E2,Sunday,Umami Bar,Japanese,42,7,U0166,M,21,creative,0.5803
SUN_E2,Sunday,Umami Bar,Japanese,42,7,U0158,M,21,creative,0.5803
SUN_E2,Sunday,Umami Bar,Japanese,42,7,U0096,F,29,social,0.5803
SUN_E2,Sunday,Umami Bar,Japanese,42,7,U0270,F,28,intellectual,0.5803
SUN_E2,Sunday,Umami Bar,Japanese,42,7,U0175,F,29,traditional,0.5803
SUN_E3,Sunday,Umami Bar,Japanese,42,1,U0070,M,26,professional,0.8781
SUN_E3,Sunday,Umami Bar,Japanese,42,1,U0198,M,28,professional,0.8781
SUN_E3,Sunday,Umami Bar,Japanese,42,1,U0254,M,28,intellectual,0.8781
SUN_E3,Sunday,Umami Bar,Japanese,42,1,U0140,F,27,professional,0.8781
SUN_E3,Sunday,Umami Bar,Japanese,42,1,U0259,F,31,traditional,0.8781
SUN_E3,Sunday,Umami Bar,Japanese,42,1,U0008,F,21,professional,0.8781
SUN_E3,Sunday,Umami Bar,Japanese,42,2,U0105,M,34,professional,0.8161
SUN_E3,Sunday,Umami Bar,Japanese,42,2,U0051,M,26,professional,0.8161
SUN_E3,Sunday,Umami Bar,Japanese,42,2,U0128,M,31,professional,0.8161
SUN_E3,Sunday,Umami Bar,Japanese,42,2,U0081,F,34,professional,0.8161
SUN_E3,Sunday,Umami Bar,Japanese,42,2,U0185,F,28,intellectual,0.8161
SUN_E3,Sunday,Umami Bar,Japanese,42,2,U0135,F,27,professional,0.8161
SUN_E3,Sunday,Umami Bar,Japanese,42,3,U0093,M,29,creative,0.8992
SUN_E3,Sunday,Umami Bar,Japanese,42,3,U0279,M,28,creative,0.8992
SUN_E3,Sunday,Umami Bar,Japanese,42,3,U0244,M,32,social,0.8992
SUN_E3,Sunday,Umami Bar,Japanese,42,3,U0268,F,32,creative,0.8992
SUN_E3,Sunday,Umami Bar,Japanese,42,3,U0010,F,29,creative,0.8992
SUN_E3,Sunday,Umami Bar,Japanese,42,3,U0146,F,28,adventurer,0.8992
SUN_E3,Sunday,Umami Bar,Japanese,42,4,U0031,M,26,traditional,0.918
SUN_E3,Sunday,Umami Bar,Japanese,42,4,U0233,M,24,traditional,0.918
SUN_E3,Sunday,Umami Bar,Japanese,42,4,U0267,M,29,traditional,0.918
SUN_E3,Sunday,Umami Bar,Japanese,42,4,U0230,F,21,traditional,0.918
SUN_E3,Sunday,Umami Bar,Japanese,42,4,U0179,F,36,professional,0.918
SUN_E3,Sunday,Umami Bar,Japanese,42,4,U0094,F,24,traditional,0.918
SUN_E3,Sunday,Umami Bar,Japanese,42,5,U0136,M,35,intellectual,0.883
SUN_E3,Sunday,Umami Bar,Japanese,42,5,U0125,M,26,intellectual,0.883
SUN_E3,Sunday,Umami Bar,Japanese,42,5,U0190,M,31,intellectual,0.883
SUN_E3,Sunday,Umami Bar,Japanese,42,5,U0112,F,32,intellectual,0.883
SUN_E3,Sunday,Umami Bar,Japanese,42,5,U0184,F,36,professional,0.883
SUN_E3,Sunday,Umami Bar,Japanese,42,5,U0086,F,21,intellectual,0.883
SUN_E3,Sunday,Umami Bar,Japanese,42,6,U0283,M,30,social,0.7902
SUN_E3,Sunday,Umami Bar,Japanese,42,6,U0232,M,23,social,0.7902
SUN_E3,Sunday,Umami Bar,Japanese,42,6,U0131,M,26,social,0.7902
SUN_E3,Sunday,Umami Bar,Japanese,42,6,U0121,F,22,creative,0.7902
SUN_E3,Sunday,Umami Bar,Japanese,42,6,U0061,F,27,social,0.7902
SUN_E3,Sunday,Umami Bar,Japanese,42,6,U0098,F,30,social,0.7902
SUN_E3,Sunday,Umami Bar,Japanese,42,7,U0127,M,30,creative,0.7991
SUN_E3,Sunday,Umami Bar,Japanese,42,7,U0281,M,36,professional,0.7991
SUN_E3,Sunday,Umami Bar,Japanese,42,7,U0126,M,25,social,0.7991
SUN_E3,Sunday,Umami Bar,Japanese,42,7,U0024,F,37,social,0.7991
SUN_E3,Sunday,Umami Bar,Japanese,42,7,U0079,F,26,social,0.7991
SUN_E3,Sunday,Umami Bar,Japanese,42,7,U0162,F,23,traditional,0.7991
